title_id,total,title,state,issn,start_date,end_date
443,35264,The Bega Budget (NSW : 1905 - 1920),New South Wales,22014926,1905-09-30,1920-12-25
444,71160,The Blue Mountain Echo (NSW : 1909 - 1928),New South Wales,22014977,1909-03-06,1928-12-28
445,361080,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",New South Wales,22015000,1903-11-05,1920-06-30
446,31222,The Byron Bay Record (NSW : 1902 - 1924),New South Wales,22015027,1902-09-06,1924-04-12
447,445956,"The Catholic Press (Sydney, NSW : 1895 - 1942)",New South Wales,22015043,1895-11-09,1942-02-26
448,51568,The Cobar Herald (NSW : 1899 - 1914),New South Wales,2201506X,1899-01-07,1914-10-09
449,33573,"Construction and Local Government Journal (Sydney, NSW : 1913 - 1930)",New South Wales,22015086,1913-11-10,1930-07-23
450,24430,Delegate Argus and Border Post (NSW : 1895 - 1906),New South Wales,22018506,1895-10-16,1906-05-05
451,674767,"The Farmer and Settler (Sydney, NSW : 1906 - 1955)",New South Wales,22015140,1906-02-07,1955-11-25
452,161328,The Sydney Wool and Stock Journal (NSW : 1899 - 1917),New South Wales,22015167,1899-01-06,1917-03-30
453,39711,The Tenterfield Intercolonial Courier and Fairfield and Wallangarra Advocate (NSW : 1900 - 1914),New South Wales,22015183,1900-01-05,1914-01-22
454,12741,Tocumwal Guardian and Riverina Echo (NSW : 1913 - 1918),New South Wales,22015205,1913-03-28,1918-12-13
455,25373,The Tumut Advocate and Farmers and Settlers' Adviser (NSW : 1903 - 1925),New South Wales,2201523X,1903-01-27,1925-09-29
456,28417,The Urana Independent and Clear Hills Standard (NSW : 1913 - 1921),New South Wales,22015302,1913-03-14,1921-07-29
457,9432,The Voice of the North (NSW : 1918 - 1933),New South Wales,22015345,1918-08-09,1933-05-10
458,78135,"Watchman (Sydney, NSW : 1902 - 1926)",New South Wales,22015361,1902-02-01,1926-08-26
459,196844,"Western Champion (Parkes, NSW : 1898 - 1934)",New South Wales,22015388,1898-01-07,1934-08-17
460,1142743,"The Australasian (Melbourne, Vic. : 1864 - 1946)",Victoria,22014705,1864-10-01,1946-04-06
461,1638296,"News (Adelaide, SA : 1923 - 1954)",South Australia,22014721,1923-07-24,1954-12-31
462,12677,Boorowa News (NSW : 1951 - 1954),New South Wales,22014837,1951-01-20,1954-12-23
463,194775,The Burrowa News (NSW : 1874 - 1951),New South Wales,22014683,1874-06-13,1951-01-26
464,501490,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",New South Wales,2201571X,1850-06-27,1932-10-20
465,31537,The Wollondilly Press (NSW : 1906 - 1914),New South Wales,2201490X,1906-03-31,1914-06-27
466,248908,"The World's News (Sydney, NSW : 1901 - 1955)",New South Wales,22014780,1901-12-21,1955-12-31
467,152229,"The Wyalong Advocate and Mining, Agricultural and Pastoral Gazette (NSW : 1900 - 1928)",New South Wales,22014802,1900-11-07,1928-02-28
468,94356,Young Witness (NSW : 1915 - 1923),New South Wales,22014853,1915-01-05,1923-11-03
469,372687,The Muswellbrook Chronicle (NSW : 1898 - 1955),New South Wales,22015329,1898-01-01,1955-12-30
470,504283,"The Land (Sydney, NSW : 1911 - 1954)",New South Wales,22015396,1911-01-27,1954-12-31
471,5549,The Bathurst Post (NSW : 1881 - 1922),New South Wales,2201487X,1881-08-15,1922-03-15
472,197407,The Braidwood Dispatch and Mining Journal (NSW : 1888 - 1954),New South Wales,22014896,1888-08-15,1954-12-24
473,29725,The Corowa Chronicle (NSW : 1905 - 1928),New South Wales,22014942,1905-10-07,1928-01-25
474,259523,The Grenfell Record and Lachlan District Advertiser (NSW : 1876 - 1951),New South Wales,22016678,1876-04-22,1951-12-27
475,46727,The Carcoar Chronicle (NSW : 1878 - 1943),New South Wales,22015272,1878-03-16,1943-12-22
476,19462,The Lyndhurst Shire Chronicle (NSW : 1897 - 1941; 1944 - 1954),New South Wales,22015280,1944-01-25,1954-12-22
477,98415,"The Independent (Deniliquin, NSW : 1901 - 1946)",New South Wales,22015418,1901-01-04,1946-12-19
478,561,Twofold Bay and Maneroo Telegraph (NSW : 1860),New South Wales,22015434,1860-06-19,1860-10-16
479,282,Twofold Bay Telegraph (NSW : 1860),New South Wales,22015507,1860-10-19,1860-12-28
480,503,Eden Free Press and Eden District Advertiser (NSW : 1899),New South Wales,22015469,1899-01-04,1899-06-28
481,267030,The Tamworth Daily Observer (NSW : 1910 - 1916),New South Wales,22014330,1910-12-31,1916-12-30
482,328988,The Bathurst Times (NSW : 1909 - 1925),New South Wales,22014195,1909-09-01,1925-12-31
483,19736,The Campbelltown Herald (NSW : 1880 - 1919),New South Wales,22015256,1880-02-14,1919-10-11
484,13877,Gippsland Guardian (Vic. : 1855 - 1868),Victoria,22013539,1855-10-05,1868-12-31
485,86791,The Braidwood Review and District Advocate (NSW : 1914 - 1954),New South Wales,22016813,1915-11-30,1954-12-21
486,118866,"The Gundagai Independent and Pastoral, Agricultural and Mining Advocate (NSW : 1898 - 1928)",New South Wales,22015736,1898-09-07,1928-08-16
487,216786,"The Gundagai Times and Tumut, Adelong and Murrumbidgee District Advertiser (NSW : 1868 - 1931)",New South Wales,22015752,1868-01-18,1931-12-25
488,142400,"The Hebrew Standard of Australasia (Sydney, NSW : 1895 - 1953)",New South Wales,22015779,1895-11-01,1953-10-09
489,100418,The Hillston Spectator and Lachlan River Advertiser (NSW : 1898 - 1952),New South Wales,22015833,1898-01-01,1952-12-18
490,72411,The Clarence River Advocate (NSW : 1898 - 1949),New South Wales,2201585X,1898-01-04,1949-09-22
491,13009,"The International Socialist (Sydney, NSW : 1910 - 1920)",New South Wales,22015884,1910-04-30,1920-11-27
492,1875917,The Maitland Daily Mercury (NSW : 1894 - 1939),New South Wales,22015914,1894-01-01,1939-12-23
493,443801,The Maitland Weekly Mercury (NSW : 1894 - 1931),New South Wales,22016147,1894-01-06,1931-05-23
494,214612,Moree Gwydir Examiner and General Advertiser (NSW : 1901 - 1940),New South Wales,22016163,1901-09-07,1940-12-19
495,76720,Mullumbimby Star (NSW : 1906 - 1936),New South Wales,2201618X,1906-02-03,1936-03-25
496,66284,"Northern Times (Newcastle, NSW : 1857 - 1918)",New South Wales,22016589,1857-01-03,1918-03-22
497,17739,"People (Sydney, NSW : 1900 - 1919)",New South Wales,22014829,1900-12-29,1919-03-01
498,54566,"The Raleigh Sun (Bellingen, NSW : 1898 - 1918)",New South Wales,22016619,1898-01-07,1918-06-01
499,574431,"Referee (Sydney, NSW : 1886 - 1939)",New South Wales,22016635,1886-10-20,1939-08-31
500,304418,The Richmond River Express and Casino Kyogle Advertiser (NSW : 1904 - 1929),New South Wales,22016651,1904-12-13,1929-12-31
501,250171,The Richmond River Herald and Northern Districts Advertiser (NSW : 1886 - 1942),New South Wales,22016708,1886-07-09,1942-06-26
502,247376,The Scrutineer and Berrima District Press (NSW : 1892 - 1948),New South Wales,22016007,1892-07-05,1948-09-04
503,116848,The Shoalhaven Telegraph (NSW : 1881 - 1937),New South Wales,22016104,1881-10-20,1937-09-29
504,40582,"The Southern Record and Advertiser (Candelo, NSW : 1910 - 1938)",New South Wales,22016120,1910-07-02,1938-04-29
505,655165,"Sunday Times (Sydney, NSW : 1895 - 1930)",New South Wales,2201621X,1895-01-06,1930-06-01
506,333199,The Sydney Stock and Station Journal (NSW : 1896 - 1924),New South Wales,22016236,1896-04-03,1924-02-26
507,3620,"Direct Action (Sydney, NSW : 1914 - 1930)",New South Wales,22016252,1914-01-31,1917-08-18
508,2419247,"Evening News (Sydney, NSW : 1869 - 1931)",New South Wales,22016279,1869-11-06,1931-03-21
509,4001,"Labor News (Sydney, NSW : 1918 - 1924)",New South Wales,22016295,1918-10-12,1924-01-26
510,200339,"The Manaro Mercury, and Cooma and Bombala Advertiser (NSW : 1862 - 1931)",New South Wales,22016325,1862-10-31,1931-12-24
511,2189,The Moruya Times and South Coast Journal (NSW : 1888 - 1915),New South Wales,2201635X,1888-09-26,1915-09-22
512,40184,The Murrurundi Times and Liverpool Plains Gazette (NSW : 1874 - 1907; 1926 - 1929),New South Wales,22016376,1874-08-08,1929-07-12
513,30,The Newcastle Argus and District Advertiser (NSW : 1916),New South Wales,22016414,1916-07-15,1916-07-15
514,23893,The Peak Hill Express (NSW : 1902 - 1952),New South Wales,22016449,1902-07-18,1952-02-01
515,91184,The Picton Post (NSW : 1907 - 1954),New South Wales,22016465,1907-09-04,1954-11-24
516,168385,The Port Macquarie News and Hastings River Advocate (NSW : 1882 - 1950),New South Wales,22016503,1882-07-08,1950-10-06
517,15078,The Queanbeyan Leader (NSW : 1905 - 1916),New South Wales,22016511,1905-01-24,1916-04-27
518,99304,The Shoalhaven News and South Coast Districts Advertiser (NSW : 1891 - 1937),New South Wales,22016546,1891-01-03,1937-09-25
519,154573,"The Southern Mail (Bowral, NSW : 1889 - 1954)",New South Wales,22016562,1889-02-19,1954-12-24
520,13345,"The Shoalhaven News, Nowra (NSW : 1937 - 1940)",New South Wales,22017291,1937-10-06,1940-12-25
521,1305,"Bowral Free Press and Mittagong, Burrawang and Kangaloon Advocate (NSW : 1883 - 1884)",New South Wales,22005994,1883-07-07,1884-03-15
522,52241,Bowral Free Press and Berrima District Intelligencer (NSW : 1884 - 1901),New South Wales,22006036,1884-11-05,1901-03-30
523,2836,Bowral and Robertson Free Press (NSW : 1901),New South Wales,22006052,1901-04-03,1901-11-20
524,18602,Bowral Free Press (NSW : 1901 - 1906),New South Wales,22006079,1901-11-23,1906-03-28
527,3160,"Record (Emerald Hill, Vic. : 1868 - 1872)",Victoria,18389678,1868-08-06,1872-07-18
528,53928,"The Arrow (Sydney, NSW : 1896 - 1912)",New South Wales,22017453,1896-03-07,1912-09-28
529,18090,"Saturday Referee and the Arrow (Sydney, NSW : 1912 - 1916)",New South Wales,2201747X,1912-10-05,1916-07-08
530,72383,Robertson Advocate (NSW : 1894 - 1923),New South Wales,22017402,1894-12-08,1923-12-28
531,21818,Robertson Mail (NSW : 1924 - 1930),New South Wales,22017429,1924-01-04,1929-12-31
532,62553,Delegate Argus (NSW : 1906 - 1943),New South Wales,22015108,1906-05-12,1943-06-24
533,5897,Alpine Observer and North-Eastern Herald (Vic. : 1916 - 1918),Victoria,22018034,1916-11-03,1918-12-20
534,39887,The Ballan Times (Vic. : 1899 - 1920),Victoria,22019375,1899-02-09,1920-12-23
535,11376,Berringa Herald (Vic. : 1914 - 1918),Victoria,22019901,1914-01-10,1918-12-21
536,15142,The Birchip Advertiser and Watchem Sentinel (Vic. : 1914 - 1918),Victoria,22019103,1914-01-07,1918-12-25
537,3759,Boort Standard and Quambatook Herald (Vic. : 1914 - 1915),Victoria,22017712,1914-01-08,1915-07-29
538,15144,Bruthen and Tambo Times (Vic. : 1914 - 1919),Victoria,22019804,1914-01-14,1919-03-27
539,3379,Bunyip Free Press and Berwick Shire Guardian (Vic. : 1914 - 1915),Victoria,22020128,1914-01-01,1915-12-16
540,16750,Castlemaine Mail (Vic. : 1917 - 1918),Victoria,22017755,1917-10-01,1918-12-31
541,14408,Chiltern and Howlong Times and Ovens Register (Vic. : 1914 - 1918),Victoria,22018263,1914-01-06,1918-04-05
542,22412,Clunes Guardian and Gazette (Vic. : 1914 - 1918),Victoria,22019405,1914-01-01,1918-12-31
543,1240,Cobden Times (Vic. : 1918),Victoria,22019626,1918-08-17,1918-12-21
544,20947,Cobden Times and Heytesbury Advertiser (Vic. : 1914 - 1918),Victoria,22019642,1914-01-03,1918-08-14
545,170308,Cobram Courier (Vic. : 1888 - 1954),Victoria,22017887,1888-09-12,1954-12-23
546,6333,Cohuna Farmer's Weekly (Vic. : 1914 - 1918),Victoria,22019847,1914-01-02,1918-12-20
547,19616,Coleraine Albion and Western Advertiser (Vic. : 1902; 1914 - 1918),Victoria,22019421,1902-04-18,1918-12-24
548,137545,Corryong Courier (Vic. : 1894 - 1945),Victoria,22018301,1894-01-25,1945-12-20
549,7009,Cressy and Lismore Pioneer and Western Plains Representative (Vic. : 1915 - 1918),Victoria,22019669,1915-01-07,1918-12-25
550,16528,Creswick Advertiser (Vic. : 1914 - 1918),Victoria,22019448,1914-01-03,1918-12-31
551,20070,"Daylesford Advocate, Yandoit, Glenlyon and Eganstown Chronicle (Vic. : 1914 - 1918)",Victoria,22019464,1914-01-03,1918-12-31
552,8490,Donald Times (Vic. : 1915 - 1918),Victoria,22019146,1915-12-03,1918-12-31
553,28533,Dookie and Katamatite Recorder (Vic. : 1902 - 1920),Victoria,22017909,1902-08-29,1920-12-23
554,8667,Dunmunkle Standard (Vic. : 1914 - 1918),Victoria,22019138,1914-01-09,1918-12-20
555,9933,"Federal Standard (Chiltern, Vic. : 1914 - 1918)",Victoria,2201828X,1914-01-09,1918-12-27
556,1590,Foster and Toora Mirror and South Gippsland Shire Advocate (Vic. : 1914),Victoria,22018964,1914-01-08,1914-08-06
557,12593,Foster Mirror and South Gippsland Shire Advocate (Vic. : 1914 - 1918),Victoria,22018980,1914-08-13,1918-12-24
558,1570220,Geelong Advertiser (Vic. : 1859 - 1929),Victoria,22019944,1859-01-01,1929-03-04
559,17476,"Gippsland Independent, Buln Buln, Warragul, Berwick, Poowong and Jeetho Shire Advocate (Vic. : 1914 - 1918)",Victoria,22018948,1914-01-09,1918-12-26
560,14913,Gippsland Standard and Alberton Shire Representative (Vic. : 1914 - 1918),Victoria,22018662,1914-01-07,1918-12-24
561,9991,Gippslander and Mirboo Times (Vic. : 1914 - 1918),Victoria,22019006,1914-01-08,1918-12-26
562,10288,Gisborne Gazette (Vic. : 1914 - 1918),Victoria,22017771,1914-01-09,1918-12-27
563,2986,"Glengarry, Toongabbie and Cowwarr Journal and Central Gippsland Reporter (Vic. : 1914)",Victoria,22018093,1914-01-06,1914-12-31
564,18440,"Gordon, Egerton and Ballan Advertiser (Vic. : 1914 - 1918)",Victoria,22019480,1913-05-23,1918-12-20
565,120062,"Great Southern Advocate (Korumburra, Vic. : 1889 - 1906, 1914 - 1940)",Victoria,22019022,1889-09-13,1940-12-19
566,8145,Grenville Standard (Vic. : 1915 - 1918),Victoria,22019987,1915-01-09,1918-12-21
567,518019,Hamilton Spectator (Vic. : 1870 - 1918),Victoria,22019545,1870-01-08,1918-12-31
568,5843,Heyfield Herald (Vic. : 1914 - 1918),Victoria,2201859X,1914-01-08,1918-12-26
569,6602,Hopetoun Courier and Mallee Pioneer (Vic. : 1914 - 1918),Victoria,22019170,1914-01-09,1918-12-20
570,13136,Inglewood Advertiser (Vic. : 1914 - 1918),Victoria,2201778X,1914-01-06,1918-12-31
571,1624,Jamieson and Woodspoint Chronicle and Upper Goulburn Advertiser (Vic. : 1914 - 1916),Victoria,22018050,1914-01-09,1916-11-10
572,748,"Kooweerup Sun, Lang Lang Guardian and Cranbourne Shire Record (Vic. : 1918)",Victoria,22019227,1918-07-17,1918-12-18
573,6323,Koroit Sentinel and Tower Hill Advocate (Vic. : 1914 - 1918),Victoria,22019685,1914-01-03,1918-12-21
574,4482,Korong Vale Lance and North West Advertiser (Vic. : 1914 - 1915),Victoria,22017801,1914-01-03,1915-07-24
575,62568,Kyneton Guardian (Vic. : 1870 - 1881; 1914 - 1918),Victoria,22017828,1870-11-16,1918-12-31
576,8862,Lancefield Mercury and West Bourke Agricultural Record (Vic. : 1914 - 1918),Victoria,22017844,1914-01-02,1918-12-27
577,5659,Lang Lang Guardian (Vic. : 1914 - 1918),Victoria,22018794,1914-01-07,1918-07-12
578,13050,"Lismore, Derrinallum and Cressy Advertiser (Vic. : 1914 - 1918)",Victoria,22019707,1914-01-07,1918-12-23
579,6250,Maldon News (Vic. : 1916 - 1918),Victoria,22020160,1916-06-02,1918-11-06
580,8106,Malvern Courier and Caulfield Mirror (Vic. : 1914 - 1917),Victoria,22018190,1914-01-09,1917-03-30
581,19644,Mortlake Dispatch (Vic. : 1914 - 1918),Victoria,22019715,1914-01-07,1918-12-21
582,541338,Mount Alexander Mail (Vic. : 1854 - 1917),Victoria,22017747,1854-05-13,1917-09-29
583,17014,"Murchison Advertiser and Murchison, Toolamba, Mooroopna and Dargalong Express (Vic. : 1914 - 1918)",Victoria,22017976,1914-01-02,1918-12-20
584,15305,Myrtleford Mail and Whorouly Witness (Vic. : 1914 - 1918),Victoria,22018077,1914-01-08,1918-12-19
585,70910,Nagambie Times (Vic. : 1882 - 1920),Victoria,22017925,1882-02-10,1920-12-24
586,81678,The Narracan Shire Advocate (Vic. : 1889 - 1923),Victoria,22018115,1889-04-06,1923-06-15
587,9719,"The Nathalia Herald and Picola, Narioka, Kotupna and Moira Advertiser (Vic. : 1884 - 1918)",Victoria,22017941,1914-01-06,1918-12-24
588,24013,Nhill Free Press (Vic. : 1914 - 1918),Victoria,2201926X,1914-01-06,1918-12-31
589,17274,Northcote Leader (Vic. : 1914 - 1918),Victoria,22020144,1914-01-10,1918-12-21
590,1874,Northern District Standard (Vic. : 1915 - 1916),Victoria,22017720,1915-08-05,1916-03-30
591,120452,Numurkah Leader (Vic. : 1895 - 1948),Victoria,2201795X,1895-04-10,1948-12-24
592,112610,Omeo Standard and Mining Gazette (Vic. : 1893 - 1928),Victoria,22019820,1893-11-04,1928-08-29
593,31653,Penshurst Free Press (Vic. : 1901 - 1918),Victoria,22019588,1901-07-05,1918-12-28
594,11688,Pitfield Banner and Hollybush Times (Vic. : 1914 - 1918),Victoria,22019936,1914-01-10,1918-12-21
595,6346,Powlett Express and Victorian State Coalfields Advertiser (Vic. : 1915 - 1918),Victoria,2201912X,1915-01-08,1918-12-20
596,150602,"Punch (Melbourne, Vic. : 1900 - 1918; 1925)",Victoria,22018158,1900-05-10,1925-12-10
597,8140,Quambatook Times (Vic. : 1914 - 1918),Victoria,2201988X,1914-01-07,1918-12-25
598,16528,Rainbow Argus (Vic. : 1914 - 1918),Victoria,22019286,1914-01-03,1918-12-20
599,14489,Richmond Australian (Vic. : 1912 - 1916),Victoria,22019359,1912-01-06,1916-11-25
600,8353,Riponshire Advocate (Vic. : 1914 - 1918),Victoria,22019391,1914-01-03,1918-12-28
601,21504,Rochester Express (Vic. : 1914 - 1918),Victoria,22018751,1914-01-06,1918-12-21
602,7303,Rosedale Courier (Vic. : 1914 - 1918),Victoria,2201862X,1914-01-01,1918-12-19
603,10195,"Rupanyup Spectator and Lubeck, Banyena, Rich Avon and Lallat Advertiser (Vic. : 1914 - 1918)",Victoria,22019294,1914-01-15,1918-12-19
604,331687,Rutherglen Sun and Chiltern Valley Advertiser (Vic. : 1886 - 1957),Victoria,22018328,1886-07-02,1957-07-30
605,22752,Shepparton News (Vic. : 1914 - 1918),Victoria,22020187,1914-01-05,1918-12-30
606,28405,Stawell News and Pleasant Creek Chronicle (Vic. : 1914 - 1918),Victoria,22019324,1914-01-01,1918-12-28
607,10319,Stratford Sentinel and Briagolong Express (Vic. : 1911 - 1916),Victoria,22018646,1911-10-20,1916-06-16
608,9305,Talbot Leader (Vic. : 1914 - 1918),Victoria,2201960X,1914-01-03,1918-12-28
609,29825,Terang Express (Vic. : 1914 - 1918),Victoria,22019782,1914-01-06,1918-12-31
610,7842,The Independent (Benalla) (Vic. : 1914 - 1918),Victoria,22020209,1914-07-14,1918-12-20
611,8937,Toora and Welshpool Ensign and South Gippsland Observer (Vic. : 1914 - 1918),Victoria,22019049,1914-01-09,1918-12-24
612,10270,Trafalgar and Yarragon Times (Vic. : 1914 - 1918),Victoria,22019065,1914-01-16,1918-12-27
613,29266,Truth (Melbourne ed.) (Vic. : 1914 - 1918),Victoria,22018174,1914-01-03,1918-12-28
614,108052,Tungamah and Lake Rowan Express and St. James Gazette (Vic. : 1883 - 1920),Victoria,22017992,1883-05-25,1920-12-23
615,9439,Ultima and Chillingollah Star (Vic. : 1914 - 1918),Victoria,22018247,1914-01-09,1918-12-27
616,250579,Upper Murray and Mitta Herald (Vic. : 1885 - 1955),Victoria,22018573,1885-08-15,1955-12-22
617,49658,The Violet Town Sentinel (Vic. : 1894 - 1904; 1914 - 1920; 1939 - 1946),Victoria,22018018,1894-07-06,1946-12-24
618,35191,Warracknabeal Herald (Vic. : 1914 - 1918),Victoria,22020217,1914-01-02,1918-12-24
619,9456,Wedderburn Express and Korongshire Advertiser (Vic. : 1914 - 1918),Victoria,22017860,1914-01-09,1918-12-20
620,10056,Weekly News (Yarraville) (Vic. : 1914 - 1918),Victoria,22018131,1914-04-04,1918-12-21
621,1363731,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Victoria,22021159,1869-09-11,1954-12-29
622,11037,The West Wimmera Mail and Natimuk Advertiser (Vic. : 1914 - 1918),Victoria,22019243,1914-01-09,1918-12-27
623,1837,"Sunday News (Sydney, NSW : 1919)",New South Wales,22022007,1919-04-27,1919-06-29
624,119,"Intelligence (Bowral, NSW : 1884)",New South Wales,22022937,1884-10-08,1884-10-29
625,757,Adelong and Tumut Express (NSW : 1925),New South Wales,22021345,1925-10-09,1925-12-24
626,45,Clear Hills Standard and Daysdale and Saverneke Times (NSW : 1914),New South Wales,22022147,1914-06-20,1914-06-20
627,8660,Albury Banner Wodonga Express and Riverina Stock Journal (NSW : 1941),New South Wales,22023372,1941-01-03,1941-09-12
628,8627,"Daily Witness (Young, NSW : 1923 - 1924)",New South Wales,22023380,1923-11-05,1924-06-20
629,853,Maitland Mercury (NSW : 1939 - 1954),New South Wales,22023410,1939-12-26,1939-12-30
630,23611,"Construction and Real Estate Journal (Sydney, NSW : 1930 - 1938)",New South Wales,22020470,1930-07-30,1938-05-11
631,4509,The Telegraph and Shoalhaven Advertiser (NSW : 1879 - 1881),New South Wales,22023828,1879-02-27,1881-10-13
632,224436,The West Wyalong Advocate (NSW : 1928 - 1954),New South Wales,22023402,1928-03-02,1954-12-30
633,7559,Tocumwal Guardian and Finley Free Press (NSW : 1908 - 1913),New South Wales,22022120,1908-02-14,1913-03-21
634,8458,Tocumwal Guardian and Riverina Stock Journal (NSW : 1919 - 1922),New South Wales,22022163,1919-01-10,1922-12-22
635,320412,"Barrier Daily Truth (Broken Hill, NSW : 1908; 1941 - 1954)",New South Wales,22023585,1908-11-02,1954-12-31
636,15119,Bombala Times and Manaro and Coast Districts General Advertiser (NSW : 1899 - 1905),New South Wales,22023593,1899-01-06,1905-12-29
637,51790,The Bombala Times (NSW : 1912 - 1938),New South Wales,18323782,1912-01-05,1938-12-23
638,104127,Camden News (NSW : 1895 - 1954),New South Wales,22023658,1895-06-13,1954-12-30
639,635410,Cootamundra Herald (NSW : 1877 - 1954),New South Wales,22023577,1877-01-30,1954-12-31
641,1292615,"Daily Commercial News and Shipping List (Sydney, NSW : 1891 - 1954)",New South Wales,22023666,1891-04-13,1954-12-31
643,399654,Dungog Chronicle : Durham and Gloucester Advertiser (NSW : 1894 - 1954),New South Wales,13215477,1894-01-05,1954-12-24
644,201166,The Gloucester Advocate (NSW : 1905 - 1954),New South Wales,22023852,1905-07-22,1954-12-21
645,126184,Jerilderie Herald and Urana Advertiser (NSW : 1898 - 1958),New South Wales,22023674,1898-01-07,1958-12-18
646,73281,The Lockhart Review and Oaklands Advertiser (NSW : 1910 - 1954),New South Wales,22023526,1910-11-22,1954-12-21
647,195625,"The Methodist (Sydney, NSW : 1892 - 1954)",New South Wales,22023682,1892-01-02,1954-12-25
648,820884,Mudgee Guardian and North-Western Representative (NSW : 1890 - 1954),New South Wales,22023690,1890-05-05,1954-12-30
649,213073,"The Murrumbidgee Irrigator (Leeton, NSW : 1915 - 1954)",New South Wales,2202364X,1915-04-23,1954-12-30
650,1603520,"National Advocate (Bathurst, NSW : 1889 - 1954)",New South Wales,22023704,1889-09-28,1954-12-31
651,1613894,The Newcastle Sun (NSW : 1918 - 1954),New South Wales,22023631,1918-03-23,1954-12-31
652,296851,"The North Western Courier (Narrabri, NSW : 1913 - 1955)",New South Wales,22023712,1913-01-07,1955-05-26
653,220256,"The Northern Champion (Taree, NSW : 1913 - 1954)",New South Wales,22023720,1913-02-22,1954-12-30
654,66769,Raymond Terrace Examiner and Lower Hunter and Port Stephens Advertiser (NSW : 1912 - 1955),New South Wales,22023739,1912-06-14,1955-12-22
655,134443,"Riverina Recorder (Balranald, Moulamein, NSW : 1887 - 1944)",New South Wales,22023747,1887-01-05,1944-12-23
656,350985,"The Riverine Grazier (Hay, NSW : 1873 - 1954)",New South Wales,22023615,1873-10-29,1954-12-31
657,340804,The Scone Advocate (NSW : 1887 - 1954),New South Wales,22023755,1887-10-07,1954-12-21
658,38545,"Southern Star (Bega, NSW : 1900 - 1923)",New South Wales,22023437,1900-06-06,1923-09-26
659,134221,The Tumut and Adelong Times (NSW : 1864 - 1867; 1899 - 1950),New South Wales,22023445,1864-12-29,1950-12-19
660,439513,Wellington Times (NSW : 1899 - 1954),New South Wales,22023623,1899-05-18,1954-12-20
661,52784,"Western Age (Dubbo, NSW : 1914 - 1932)",New South Wales,22023534,1914-11-04,1932-08-12
662,9774,"Western Age (Dubbo, NSW : 1933 - 1936)",New South Wales,22023933,1933-04-28,1936-03-27
663,127945,"Western Grazier (Wilcannia, NSW : 1896 - 1951)",New South Wales,22023569,1896-01-01,1951-06-29
664,160477,The Gundagai Independent (NSW : 1928 - 1954),New South Wales,22023364,1928-08-20,1954-12-23
665,483,Student Notes/Canberra University College Students Association (ACT : 1947 - 1950),ACT,22024158,1947-05-23,1950-05-10
666,21633,"Woroni (Canberra, ACT : 1950 - 2007)",ACT,13262793,1950-06-14,2007-11-01
667,133740,"Huon Times (Franklin, Tas. : 1910 - 1933)",Tasmania,22024077,1910-02-19,1933-12-07
668,37472,Huon and Derwent Times (Tas. : 1933 - 1942),Tasmania,22024093,1933-12-14,1942-03-26
669,438874,"Illawarra Mercury (Wollongong, NSW : 1856 - 1950)",New South Wales,22024034,1856-01-07,1950-01-05
670,134172,"Illawarra Daily Mercury (Wollongong, NSW : 1950 - 1954)",New South Wales,22024050,1950-01-09,1954-12-31
671,37288,Balmain Observer and Western Suburbs Advertiser (NSW : 1884 - 1907),New South Wales,22024018,1884-08-09,1907-12-21
672,136147,"South Coast Bulletin (Southport, Qld. : 1929 - 1954)",Queensland,22023992,1929-01-05,1954-12-29
673,3898,Mullumbimby Star and Byron Bay-Bangalow Advocate (NSW : 1936),New South Wales,22023453,1936-04-03,1936-12-24
674,14491,The Bathurst Daily Argus (NSW : 1909),New South Wales,22023399,1909-01-01,1909-08-31
675,1529,"The Scrutineer (Moss Vale, NSW : 1892)",New South Wales,22023429,1892-01-12,1892-07-01
676,16576,"Country Life Stock and Station Journal (Sydney, NSW : 1924 - 1925)",New South Wales,22025103,1924-03-04,1925-04-28
678,4772,"National Leader (Brisbane, Qld. : 1916 - 1918)",Queensland,2202512X,1916-09-15,1918-12-13
679,1149,"The Leader (Brisbane, Qld. : 1918 - 1919)",Queensland,22025146,1918-12-20,1919-12-01
680,10313,The Richmond River Express and Tweed Advertiser (NSW : 1903 - 1904),New South Wales,22023356,1903-01-06,1904-12-09
681,4829,Tamworth Observer and Northern Advertiser (NSW : 1910),New South Wales,22025197,1910-07-01,1910-12-23
682,3823,The Tenterfield Courier and District Advocate (NSW : 1914),New South Wales,22024921,1914-02-05,1914-12-31
683,779,"The Elector (Sydney, NSW : 1900)",New South Wales,22024905,1900-02-17,1900-09-08
684,3533,The Mining Record and Grenfell General Advertiser (NSW : 1867 - 1876),New South Wales,22023879,1867-06-15,1876-04-15
685,26,The English and Chinese Advertiser (Vic. : 1856 - 1858),Victoria,22025227,1856-10-25,1858-08-07
686,53,The Branxton Advocate: Greta and Rothbury Recorder (NSW : 1916),New South Wales,22025944,1916-03-04,1916-03-04
687,1610399,"Daily Advertiser (Wagga Wagga, NSW : 1911 - 1954)",New South Wales,13228110,1911-01-04,1954-12-31
688,5863,Gosford Times and Gosford and Wollombi Express (NSW : 1892 - 1906),New South Wales,22025901,1892-09-23,1906-05-18
